17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
17;*;5,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
18,19;*;4,7;Never-married;*;*;Female;*;<=50K
